cod_comuna;comuna;cod_slep;slep;slep_formato;region;num_region;deprov;cod_deprov;anio_inicio_funciones;anio_traspaso;decreto;comuna_cabecera;referencial;precisiones
1101;Iquique;101;IQUIQUE;Iquique;Tarapacá;1;Iquique;11;2022;2024;Decreto 68 de 2021;Iquique;FALSE;
1107;Alto Hospicio;101;IQUIQUE;Iquique;Tarapacá;1;Iquique;11;2022;2024;Decreto 68 de 2021;Iquique;FALSE;
1401;Pozo Almonte;102;TAMARUGAL;Tamarugal;Tarapacá;1;Iquique;11;2023;2026;Decreto 162 de 2022;Pozo Almonte;TRUE;
1402;Camiña;102;TAMARUGAL;Tamarugal;Tarapacá;1;Iquique;11;2023;2026;Decreto 162 de 2022;Pozo Almonte;TRUE;
1403;Colchane;102;TAMARUGAL;Tamarugal;Tarapacá;1;Iquique;11;2023;2026;Decreto 162 de 2022;Pozo Almonte;TRUE;
1404;Huara;102;TAMARUGAL;Tamarugal;Tarapacá;1;Iquique;11;2023;2026;Decreto 162 de 2022;Pozo Almonte;TRUE;
1405;Pica;102;TAMARUGAL;Tamarugal;Tarapacá;1;Iquique;11;2023;2026;Decreto 162 de 2022;Pozo Almonte;TRUE;
2101;Antofagasta;201;ANTOFAGASTA;Antofagasta;Antofagasta;2;Antofagasta;21;2024;2027;Decreto 162 de 2022;Antofagasta;TRUE;Ministerio de Educación postergó el traspaso educativo del SLEP planificado para el 2026, quedando para el 2027.
2102;Mejillones;201;ANTOFAGASTA;Antofagasta;Antofagasta;2;Antofagasta;21;2024;2027;Decreto 162 de 2022;Antofagasta;TRUE;Ministerio de Educación postergó el traspaso educativo del SLEP planificado para el 2026, quedando para el 2027.
2103;Sierra Gorda;201;ANTOFAGASTA;Antofagasta;Antofagasta;2;Antofagasta;21;2024;2027;Decreto 162 de 2022;Antofagasta;TRUE;Ministerio de Educación postergó el traspaso educativo del SLEP planificado para el 2026, quedando para el 2027.
2104;Taltal;201;ANTOFAGASTA;Antofagasta;Antofagasta;2;Antofagasta;21;2024;2027;Decreto 162 de 2022;Antofagasta;TRUE;Ministerio de Educación postergó el traspaso educativo del SLEP planificado para el 2026, quedando para el 2027.
2201;Calama;202;LICANCABUR;Licancabur;Antofagasta;2;El Loa;22;2022;2025;Decreto 68 de 2021;Calama;FALSE;
2202;Ollagüe;202;LICANCABUR;Licancabur;Antofagasta;2;El Loa;22;2022;2025;Decreto 68 de 2021;Calama;FALSE;
2203;San Pedro de Atacama;202;LICANCABUR;Licancabur;Antofagasta;2;El Loa;22;2022;2025;Decreto 68 de 2021;Calama;FALSE;
2301;Tocopilla;202;LICANCABUR;Licancabur;Antofagasta;2;Antofagasta;21;2022;2025;Decreto 68 de 2021;Calama;FALSE;
2302;María Elena;202;LICANCABUR;Licancabur;Antofagasta;2;Antofagasta;21;2022;2025;Decreto 68 de 2021;Calama;FALSE;
3101;Copiapó;301;ATACAMA;Atacama;Atacama;3;Copiapó;31;2020;2021;Decreto 74 de 2018;Copiapó;FALSE;
3102;Caldera;301;ATACAMA;Atacama;Atacama;3;Copiapó;31;2020;2021;Decreto 74 de 2018;Copiapó;FALSE;
3103;Tierra Amarilla;301;ATACAMA;Atacama;Atacama;3;Copiapó;31;2020;2021;Decreto 74 de 2018;Copiapó;FALSE;
3201;Chañaral;301;ATACAMA;Atacama;Atacama;3;Copiapó;31;2020;2021;Decreto 74 de 2018;Copiapó;FALSE;
3202;Diego de Almagro;301;ATACAMA;Atacama;Atacama;3;Copiapó;31;2020;2021;Decreto 74 de 2018;Copiapó;FALSE;
3301;Vallenar;302;HUASCO;Huasco;Atacama;3;Huasco;32;2018;2018;Decreto 379 de 2017;Vallenar;FALSE;
3302;Alto del Carmen;302;HUASCO;Huasco;Atacama;3;Huasco;32;2018;2018;Decreto 379 de 2017;Vallenar;FALSE;
3303;Freirina;302;HUASCO;Huasco;Atacama;3;Huasco;32;2018;2018;Decreto 379 de 2017;Vallenar;FALSE;
3304;Huasco;302;HUASCO;Huasco;Atacama;3;Huasco;32;2018;2018;Decreto 379 de 2017;Vallenar;FALSE;
4101;La Serena;401;ELQUI;Elqui;Coquimbo;4;Elqui;41;2023;2025;Decreto 162 de 2022;La Serena;FALSE;El día viernes 30/05 Mineduc anunció que su traspaso educativo se realiza el 1 de julio 2025.
4102;Coquimbo;402;PUERTO CORDILLERA;Puerto Cordillera;Coquimbo;4;Elqui;41;2018;2018;Decreto 373 de 2017;Coquimbo;FALSE;
4103;Andacollo;402;PUERTO CORDILLERA;Puerto Cordillera;Coquimbo;4;Elqui;41;2018;2018;Decreto 373 de 2017;Coquimbo;FALSE;
4104;La Higuera;401;ELQUI;Elqui;Coquimbo;4;Elqui;41;2023;2025;Decreto 162 de 2022;La Serena;FALSE;El día viernes 30/05 Mineduc anunció que su traspaso educativo se realiza el 1 de julio 2025.
4105;Paihuano;401;ELQUI;Elqui;Coquimbo;4;Elqui;41;2023;2025;Decreto 162 de 2022;La Serena;FALSE;El día viernes 30/05 Mineduc anunció que su traspaso educativo se realiza el 1 de julio 2025.
4106;Vicuña;401;ELQUI;Elqui;Coquimbo;4;Elqui;41;2023;2025;Decreto 162 de 2022;La Serena;FALSE;El día viernes 30/05 Mineduc anunció que su traspaso educativo se realiza el 1 de julio 2025.
4201;Illapel;403;CHOAPA;Choapa;Coquimbo;4;Choapa;43;2026;2028;Decreto 162 de 2022;Illapel;TRUE;
4202;Canela;403;CHOAPA;Choapa;Coquimbo;4;Choapa;43;2026;2028;Decreto 162 de 2022;Illapel;TRUE;
4203;Los Vilos;403;CHOAPA;Choapa;Coquimbo;4;Choapa;43;2026;2028;Decreto 162 de 2022;Illapel;TRUE;
4204;Salamanca;403;CHOAPA;Choapa;Coquimbo;4;Choapa;43;2026;2028;Decreto 162 de 2022;Illapel;TRUE;
4301;Ovalle;404;LIMARÍ;Limarí;Coquimbo;4;Limarí;42;2026;2028;Decreto 162 de 2022;Ovalle;TRUE;
4302;Combarbalá;404;LIMARÍ;Limarí;Coquimbo;4;Limarí;42;2026;2028;Decreto 162 de 2022;Ovalle;TRUE;
4303;Monte Patria;404;LIMARÍ;Limarí;Coquimbo;4;Limarí;42;2026;2028;Decreto 162 de 2022;Ovalle;TRUE;
4304;Punitaqui;404;LIMARÍ;Limarí;Coquimbo;4;Limarí;42;2026;2028;Decreto 162 de 2022;Ovalle;TRUE;
4305;Río Hurtado;404;LIMARÍ;Limarí;Coquimbo;4;Limarí;42;2026;2028;Decreto 162 de 2022;Ovalle;TRUE;
5101;Valparaíso;501;VALPARAÍSO;Valparaíso;Valparaíso;5;Valparaíso;53;2020;2021;Decreto 74 de 2018;Valparaíso;FALSE;
5102;Casablanca;502;DEL LITORAL;del Litoral;Valparaíso;5;Valparaíso;53;2025;2027;Decreto 162 de 2022;San Antonio;TRUE;La comuna Santo Domingo no traspasará el 2027 como las otras comunas de SLEP, ya que solicitaron postergación del traspaso, cumpliendo con los requisitos. La postergación puede ser evaluada año a año.
5103;Concón;503;COSTA CENTRAL;Costa Central;Valparaíso;5;Valparaíso;53;2023;2025;Decreto 162 de 2022;Viña del Mar;FALSE;El día viernes 30/05 Mineduc anunció que su traspaso educativo se realiza el 1 de julio 2025.
5104;Juan Fernández;501;VALPARAÍSO;Valparaíso;Valparaíso;5;Valparaíso;53;2020;2021;Decreto 74 de 2018;Valparaíso;FALSE;
5105;Puchuncaví;503;COSTA CENTRAL;Costa Central;Valparaíso;5;Valparaíso;53;2023;2025;Decreto 162 de 2022;Viña del Mar;FALSE;El día viernes 30/05 Mineduc anunció que su traspaso educativo se realiza el 1 de julio 2025.
5107;Quintero;503;COSTA CENTRAL;Costa Central;Valparaíso;5;Valparaíso;53;2023;2025;Decreto 162 de 2022;Viña del Mar;FALSE;El día viernes 30/05 Mineduc anunció que su traspaso educativo se realiza el 1 de julio 2025.
5109;Viña del Mar;503;COSTA CENTRAL;Costa Central;Valparaíso;5;Valparaíso;53;2023;2025;Decreto 162 de 2022;Viña del Mar;FALSE;El día viernes 30/05 Mineduc anunció que su traspaso educativo se realiza el 1 de julio 2025.
5201;Isla de Pascua;504;HANGA ROA;Hanga Roa;Valparaíso;5;Valparaíso;53;2025;2027;Decreto 162 de 2022;Isla de Pascua;TRUE;
5301;Los Andes;505;LOS ANDES;Los Andes;Valparaíso;5;San Felipe;52;2024;2026;Decreto 162 de 2022;Los Andes;TRUE;
5302;Calle Larga;505;LOS ANDES;Los Andes;Valparaíso;5;San Felipe;52;2024;2026;Decreto 162 de 2022;Los Andes;TRUE;
5303;Rinconada;505;LOS ANDES;Los Andes;Valparaíso;5;San Felipe;52;2024;2026;Decreto 162 de 2022;Los Andes;TRUE;
5304;San Esteban;505;LOS ANDES;Los Andes;Valparaíso;5;San Felipe;52;2024;2026;Decreto 162 de 2022;Los Andes;TRUE;
5401;La Ligua;506;PETORCA;Petorca;Valparaíso;5;Quillota;51;2024;2026;Decreto 162 de 2022;La Ligua;TRUE;La comuna Zapallar no traspasará el 2026 como las otras comunas de SLEP, ya que solicitaron postergación del traspaso, cumpliendo con los requisitos. La postergación puede ser evaluada año a año.
5402;Cabildo;506;PETORCA;Petorca;Valparaíso;5;Quillota;51;2024;2026;Decreto 162 de 2022;La Ligua;TRUE;La comuna Zapallar no traspasará el 2026 como las otras comunas de SLEP, ya que solicitaron postergación del traspaso, cumpliendo con los requisitos. La postergación puede ser evaluada año a año.
5403;Papudo;506;PETORCA;Petorca;Valparaíso;5;Quillota;51;2024;2026;Decreto 162 de 2022;La Ligua;TRUE;La comuna Zapallar no traspasará el 2026 como las otras comunas de SLEP, ya que solicitaron postergación del traspaso, cumpliendo con los requisitos. La postergación puede ser evaluada año a año.
5404;Petorca;506;PETORCA;Petorca;Valparaíso;5;Quillota;51;2024;2026;Decreto 162 de 2022;La Ligua;TRUE;La comuna Zapallar no traspasará el 2026 como las otras comunas de SLEP, ya que solicitaron postergación del traspaso, cumpliendo con los requisitos. La postergación puede ser evaluada año a año.
5405;Zapallar;506;PETORCA;Petorca;Valparaíso;5;Quillota;51;2024;2027;Decreto 162 de 2022;La Ligua;TRUE;La comuna Zapallar no traspasará el 2026 como las otras comunas de SLEP, ya que solicitaron postergación del traspaso, cumpliendo con los requisitos. La postergación puede ser evaluada año a año.
5501;Quillota;507;QUILLOTA;Quillota;Valparaíso;5;Quillota;51;2027;2029;Decreto 162 de 2022;Quillota;TRUE;
5502;Calera;507;QUILLOTA;Quillota;Valparaíso;5;Quillota;51;2027;2029;Decreto 162 de 2022;Quillota;TRUE;
5503;Hijuelas;507;QUILLOTA;Quillota;Valparaíso;5;Quillota;51;2027;2029;Decreto 162 de 2022;Quillota;TRUE;
5504;La Cruz;507;QUILLOTA;Quillota;Valparaíso;5;Quillota;51;2027;2029;Decreto 162 de 2022;Quillota;TRUE;
5506;Nogales;507;QUILLOTA;Quillota;Valparaíso;5;Quillota;51;2027;2029;Decreto 162 de 2022;Quillota;TRUE;
5601;San Antonio;502;DEL LITORAL;del Litoral;Valparaíso;5;San Antonio;54;2025;2027;Decreto 162 de 2022;San Antonio;TRUE;La comuna Santo Domingo no traspasará el 2027 como las otras comunas de SLEP, ya que solicitaron postergación del traspaso, cumpliendo con los requisitos. La postergación puede ser evaluada año a año.
5602;Algarrobo;502;DEL LITORAL;del Litoral;Valparaíso;5;San Antonio;54;2025;2027;Decreto 162 de 2022;San Antonio;TRUE;La comuna Santo Domingo no traspasará el 2027 como las otras comunas de SLEP, ya que solicitaron postergación del traspaso, cumpliendo con los requisitos. La postergación puede ser evaluada año a año.
5603;Cartagena;502;DEL LITORAL;del Litoral;Valparaíso;5;San Antonio;54;2025;2027;Decreto 162 de 2022;San Antonio;TRUE;La comuna Santo Domingo no traspasará el 2027 como las otras comunas de SLEP, ya que solicitaron postergación del traspaso, cumpliendo con los requisitos. La postergación puede ser evaluada año a año.
5604;El Quisco;502;DEL LITORAL;del Litoral;Valparaíso;5;San Antonio;54;2025;2027;Decreto 162 de 2022;San Antonio;TRUE;La comuna Santo Domingo no traspasará el 2027 como las otras comunas de SLEP, ya que solicitaron postergación del traspaso, cumpliendo con los requisitos. La postergación puede ser evaluada año a año.
5605;El Tabo;502;DEL LITORAL;del Litoral;Valparaíso;5;San Antonio;54;2025;2027;Decreto 162 de 2022;San Antonio;TRUE;La comuna Santo Domingo no traspasará el 2027 como las otras comunas de SLEP, ya que solicitaron postergación del traspaso, cumpliendo con los requisitos. La postergación puede ser evaluada año a año.
5606;Santo Domingo;502;DEL LITORAL;del Litoral;Valparaíso;5;San Antonio;54;2025;2028;Decreto 162 de 2022;San Antonio;TRUE;La comuna Santo Domingo no traspasará el 2027 como las otras comunas de SLEP, ya que solicitaron postergación del traspaso, cumpliendo con los requisitos. La postergación puede ser evaluada año a año.
5701;San Felipe;508;ACONCAGUA;Aconcagua;Valparaíso;5;San Felipe;52;2024;2026;Decreto 162 de 2022;San Felipe;TRUE;
5702;Catemu;508;ACONCAGUA;Aconcagua;Valparaíso;5;San Felipe;52;2024;2026;Decreto 162 de 2022;San Felipe;TRUE;
5703;Llaillay;508;ACONCAGUA;Aconcagua;Valparaíso;5;San Felipe;52;2024;2026;Decreto 162 de 2022;San Felipe;TRUE;
5704;Panquehue;508;ACONCAGUA;Aconcagua;Valparaíso;5;San Felipe;52;2024;2026;Decreto 162 de 2022;San Felipe;TRUE;
5705;Putaendo;508;ACONCAGUA;Aconcagua;Valparaíso;5;San Felipe;52;2024;2026;Decreto 162 de 2022;San Felipe;TRUE;
5706;Santa María;508;ACONCAGUA;Aconcagua;Valparaíso;5;San Felipe;52;2024;2026;Decreto 162 de 2022;San Felipe;TRUE;
5801;Quilpué;509;MARGA MARGA;Marga Marga;Valparaíso;5;Valparaíso;53;2023;2026;Decreto 162 de 2022;Quilpué;TRUE;
5802;Limache;509;MARGA MARGA;Marga Marga;Valparaíso;5;Quillota;51;2023;2026;Decreto 162 de 2022;Quilpué;TRUE;
5803;Olmué;509;MARGA MARGA;Marga Marga;Valparaíso;5;Quillota;51;2023;2026;Decreto 162 de 2022;Quilpué;TRUE;
5804;Villa Alemana;509;MARGA MARGA;Marga Marga;Valparaíso;5;Valparaíso;53;2023;2026;Decreto 162 de 2022;Quilpué;TRUE;
6101;Rancagua;601;CACHAPOAL NORTE;Cachapoal Norte;Libertador Bernardo O'Higgins;6;Cachapoal;61;2026;2028;Decreto 162 de 2022;Rancagua;TRUE;
6102;Codegua;601;CACHAPOAL NORTE;Cachapoal Norte;Libertador Bernardo O'Higgins;6;Cachapoal;61;2026;2028;Decreto 162 de 2022;Rancagua;TRUE;
6103;Coinco;602;VALLE CACHAPOAL;Valle Cachapoal;Libertador Bernardo O'Higgins;6;Cachapoal;61;2024;2027;Decreto 162 de 2022;Rengo;TRUE;Ministerio de Educación postergó el traspaso educativo del SLEP planificado para el 2026, quedando para el 2027.
6104;Coltauco;602;VALLE CACHAPOAL;Valle Cachapoal;Libertador Bernardo O'Higgins;6;Cachapoal;61;2024;2027;Decreto 162 de 2022;Rengo;TRUE;Ministerio de Educación postergó el traspaso educativo del SLEP planificado para el 2026, quedando para el 2027.
6105;Doñihue;602;VALLE CACHAPOAL;Valle Cachapoal;Libertador Bernardo O'Higgins;6;Cachapoal;61;2024;2027;Decreto 162 de 2022;Rengo;TRUE;Ministerio de Educación postergó el traspaso educativo del SLEP planificado para el 2026, quedando para el 2027.
6106;Graneros;601;CACHAPOAL NORTE;Cachapoal Norte;Libertador Bernardo O'Higgins;6;Cachapoal;61;2026;2028;Decreto 162 de 2022;Rancagua;TRUE;
6107;Las Cabras;603;CACHAPOAL COSTA;Cachapoal Costa;Libertador Bernardo O'Higgins;6;Cachapoal;61;2026;2028;Decreto 162 de 2022;San Vicente de Tagua Tagua;TRUE;
6108;Machalí;601;CACHAPOAL NORTE;Cachapoal Norte;Libertador Bernardo O'Higgins;6;Cachapoal;61;2026;2028;Decreto 162 de 2022;Rancagua;TRUE;
6109;Malloa;602;VALLE CACHAPOAL;Valle Cachapoal;Libertador Bernardo O'Higgins;6;Cachapoal;61;2024;2027;Decreto 162 de 2022;Rengo;TRUE;Ministerio de Educación postergó el traspaso educativo del SLEP planificado para el 2026, quedando para el 2027.
6110;Mostazal;601;CACHAPOAL NORTE;Cachapoal Norte;Libertador Bernardo O'Higgins;6;Cachapoal;61;2026;2028;Decreto 162 de 2022;Rancagua;TRUE;
6111;Olivar;601;CACHAPOAL NORTE;Cachapoal Norte;Libertador Bernardo O'Higgins;6;Cachapoal;61;2026;2028;Decreto 162 de 2022;Rancagua;TRUE;
6112;Peumo;603;CACHAPOAL COSTA;Cachapoal Costa;Libertador Bernardo O'Higgins;6;Cachapoal;61;2026;2028;Decreto 162 de 2022;San Vicente de Tagua Tagua;TRUE;
6113;Pichidegua;603;CACHAPOAL COSTA;Cachapoal Costa;Libertador Bernardo O'Higgins;6;Cachapoal;61;2026;2028;Decreto 162 de 2022;San Vicente de Tagua Tagua;TRUE;
6114;Quinta de Tilcoco;602;VALLE CACHAPOAL;Valle Cachapoal;Libertador Bernardo O'Higgins;6;Cachapoal;61;2024;2027;Decreto 162 de 2022;Rengo;TRUE;Ministerio de Educación postergó el traspaso educativo del SLEP planificado para el 2026, quedando para el 2027.
6115;Rengo;602;VALLE CACHAPOAL;Valle Cachapoal;Libertador Bernardo O'Higgins;6;Cachapoal;61;2024;2027;Decreto 162 de 2022;Rengo;TRUE;Ministerio de Educación postergó el traspaso educativo del SLEP planificado para el 2026, quedando para el 2027.
6116;Requínoa;602;VALLE CACHAPOAL;Valle Cachapoal;Libertador Bernardo O'Higgins;6;Cachapoal;61;2024;2027;Decreto 162 de 2022;Rengo;TRUE;Ministerio de Educación postergó el traspaso educativo del SLEP planificado para el 2026, quedando para el 2027.
6117;San Vicente de Tagua Tagua;603;CACHAPOAL COSTA;Cachapoal Costa;Libertador Bernardo O'Higgins;6;Cachapoal;61;2026;2028;Decreto 162 de 2022;San Vicente de Tagua Tagua;TRUE;
6201;Pichilemu;604;CARDENAL CARO;Cardenal Caro;Libertador Bernardo O'Higgins;6;Cardenal Caro;63;2027;2029;Decreto 162 de 2022;Pichilemu;TRUE;
6202;La Estrella;604;CARDENAL CARO;Cardenal Caro;Libertador Bernardo O'Higgins;6;Cardenal Caro;63;2027;2029;Decreto 162 de 2022;Pichilemu;TRUE;
6203;Litueche;604;CARDENAL CARO;Cardenal Caro;Libertador Bernardo O'Higgins;6;Cardenal Caro;63;2027;2029;Decreto 162 de 2022;Pichilemu;TRUE;
6204;Marchigüe;604;CARDENAL CARO;Cardenal Caro;Libertador Bernardo O'Higgins;6;Cardenal Caro;63;2027;2029;Decreto 162 de 2022;Pichilemu;TRUE;
6205;Navidad;604;CARDENAL CARO;Cardenal Caro;Libertador Bernardo O'Higgins;6;Cardenal Caro;63;2027;2029;Decreto 162 de 2022;Pichilemu;TRUE;
6206;Paredones;604;CARDENAL CARO;Cardenal Caro;Libertador Bernardo O'Higgins;6;Cardenal Caro;63;2027;2029;Decreto 162 de 2022;Pichilemu;TRUE;
6301;San Fernando;605;COLCHAGUA;Colchagua;Libertador Bernardo O'Higgins;6;Colchagua;62;2020;2021;Decreto 74 de 2018;San Fernando;FALSE;
6302;Chépica;606;COSTA COLCHAGUA;Costa Colchagua;Libertador Bernardo O'Higgins;6;Colchagua;62;2026;2028;Decreto 15 de 2025;Santa Cruz;TRUE;Según el Decreto 15 del 2025, este SLEP iniciará funciones en 1 de marzo 2026, con posible traspaso en 2028.
6303;Chimbarongo;605;COLCHAGUA;Colchagua;Libertador Bernardo O'Higgins;6;Colchagua;62;2020;2021;Decreto 74 de 2018;San Fernando;FALSE;
6304;Lolol;606;COSTA COLCHAGUA;Costa Colchagua;Libertador Bernardo O'Higgins;6;Colchagua;62;2026;2028;Decreto 15 de 2025;Santa Cruz;TRUE;Según el Decreto 15 del 2025, este SLEP iniciará funciones en 1 de marzo 2026, con posible traspaso en 2028.
6305;Nancagua;605;COLCHAGUA;Colchagua;Libertador Bernardo O'Higgins;6;Colchagua;62;2020;2021;Decreto 74 de 2018;San Fernando;FALSE;
6306;Palmilla;606;COSTA COLCHAGUA;Costa Colchagua;Libertador Bernardo O'Higgins;6;Colchagua;62;2026;2028;Decreto 15 de 2025;Santa Cruz;TRUE;Según el Decreto 15 del 2025, este SLEP iniciará funciones en 1 de marzo 2026, con posible traspaso en 2028.
6307;Peralillo;606;COSTA COLCHAGUA;Costa Colchagua;Libertador Bernardo O'Higgins;6;Colchagua;62;2026;2028;Decreto 15 de 2025;Santa Cruz;TRUE;Según el Decreto 15 del 2025, este SLEP iniciará funciones en 1 de marzo 2026, con posible traspaso en 2028.
6308;Placilla;605;COLCHAGUA;Colchagua;Libertador Bernardo O'Higgins;6;Colchagua;62;2020;2021;Decreto 74 de 2018;San Fernando;FALSE;
6309;Pumanque;606;COSTA COLCHAGUA;Costa Colchagua;Libertador Bernardo O'Higgins;6;Colchagua;62;2026;2028;Decreto 15 de 2025;Santa Cruz;TRUE;Según el Decreto 15 del 2025, este SLEP iniciará funciones en 1 de marzo 2026, con posible traspaso en 2028.
6310;Santa Cruz;606;COSTA COLCHAGUA;Costa Colchagua;Libertador Bernardo O'Higgins;6;Colchagua;62;2026;2028;Decreto 15 de 2025;Santa Cruz;TRUE;Según el Decreto 15 del 2025, este SLEP iniciará funciones en 1 de marzo 2026, con posible traspaso en 2028.
7101;Talca;701;MAULE VALLE;Maule Valle;Maule;7;Talca;72;2026;2028;Decreto 15 de 2025;Talca;TRUE;Según el Decreto 15 del 2025, este SLEP iniciará funciones en 1 de marzo 2026, con posible traspaso en 2028.
7102;Constitución;702;MAULE COSTA;Maule Costa;Maule;7;Talca;72;2022;2025;Decreto 68 de 2021;Cauquenes;FALSE;
7103;Curepto;703;LOS CEREZOS;Los Cerezos;Maule;7;Talca;72;2025;2027;Decreto 162 de 2022;Curicó;TRUE;
7104;Empedrado;702;MAULE COSTA;Maule Costa;Maule;7;Talca;72;2022;2025;Decreto 68 de 2021;Cauquenes;FALSE;
7105;Maule;701;MAULE VALLE;Maule Valle;Maule;7;Talca;72;2026;2028;Decreto 15 de 2025;Talca;TRUE;Según el Decreto 15 del 2025, este SLEP iniciará funciones en 1 de marzo 2026, con posible traspaso en 2028.
7106;Pelarco;701;MAULE VALLE;Maule Valle;Maule;7;Talca;72;2026;2028;Decreto 15 de 2025;Talca;TRUE;Según el Decreto 15 del 2025, este SLEP iniciará funciones en 1 de marzo 2026, con posible traspaso en 2028.
